index,Title,Language,Release,Audience Rating,Runtime,Genre,Votes,Director,Actors
484,Eenadu,Telugu,-2020,UA,140 min,Mystery            ,8,Ramesh Kadumula,"['Digangana Suryavanshi', 'Laksh Chadalavada', 'Ravi Prakash', 'Kalpalatha']"
485,Raja Vaaru Rani Gaaru,Telugu,-2018,Not Rated,124 min,Romance            ,7,Lakshmikanth Chenna,"['Simrat Kaur', 'Virat Konduru']"
486,ASHWAMEDHAM,Telugu,-2017,,,Romance            ,6,K. Venkatesh,"['Ishita', 'Lalitha', 'Prasanth Tata']"
487,Agent Sai Srinivasa Athreya,Telugu,-2018,UA,152 min,Drama            ,"3,103",Maha Venkatesh,"['Radha Bessy', 'Mohan Bhagat', 'Kesava Karri', 'Praveena Paruchuri']"
488,Simha Garjana,Telugu,-2020,UA,132 min,Romance            ,8,Thirupathi Sr.,"['KarronyaKatrynn', 'Sreeram Nimmala', 'Venu']"
489,Kadapa Redamma,Telugu,-1970,U,169 min,Drama            ,8,M. Krishnan,"['Taraka Rama Rao Nandamuri', 'Rajashree', 'Relangi Venkatramaiah', 'Vanisri']"
490,Stri,Telugu,-1972,,,"Action, Drama, History            ",7,Rao C.S.R.,"['Devika', 'Taraka Rama Rao Nandamuri', 'S.V. Ranga Rao', 'Vanisri']"
491,Kuruthipunal,Telugu,-1987,U,147 min,Comedy            ,"2,322",Jandhyala,"['Rajendra Prasad', 'Rajani', 'Nutan Prasad', 'Srinivasa Rao Kota']"
492,Rangoon Rowdy,Telugu,-2020,UA,135 min,"Comedy, Drama, Family            ",16,Sujoi,"['Sushil', 'Preethi Asrani', 'Tanikella Bharani', 'Keshav Deepak']"
493,Ketugadu,Telugu,-2000,,197 min,"Biography, History            ","1,004",Jabbar Patel,"['Mammootty', 'Sonali Kulkarni', 'Mohan Gokhale', 'Mrinal Kulkarni']"
494,Sudigundaalu,Telugu,-1962,U,166 min,"Comedy, Drama            ","1,131",Kamalakara Kameshwara Rao,"['Suryakantham', 'Taraka Rama Rao Nandamuri', 'Akkineni Nageshwara Rao', 'Savitri']"
495,Missamma,Telugu,-1977,U,233 min,"Action, Drama, Fantasy            ",484,Taraka Rama Rao Nandamuri,"['Taraka Rama Rao Nandamuri', 'Dhulipala', 'Mikkilineni', 'Harikrishna Nandamuri']"
496,Ananda Bhairavi,Telugu,-1983,U,160 min,"Musical, Romance, Drama            ","2,510",K. Viswanath,"['Kamal Haasan', 'Jaya Prada', 'Sarath Babu', 'Sailaja S.P.']"
497,Athavarillu,Telugu,-2001,U,184 min,"Musical, Comedy, Family            ","3,280",Vijay K. Bhaskar,"['Venkatesh Daggubati', 'Aarti Agarwal', 'Suhasini', 'Ananth']"
498,Rudra Veena,Telugu,-1988,,,Action            ,6,Bharathiraja,"['Krishna Ghattamaneni', 'Radha']"
499,Michael Madana Kama Rajan,Telugu,-1987,Not Rated,156 min,"Crime, Drama            ","14,080",Mani Ratnam,"['Kamal Haasan', 'Saranya Ponvannan', 'Delhi Ganesh', 'Janagaraj']"
500,Mahanadi,Telugu,-1980,Not Rated,143 min,"Drama, Musical, Romance            ","1,727",K. Viswanath,"['J.V. Somayajulu', 'Manju Bhargavi', 'Tulasi', 'Allu Ramalingaiah']"
501,Agni Nakshatram,Telugu,-2019,Not Rated,145 min,"Action, Thriller            ","5,807",Lokesh Kanagaraj,"['Karthi', 'Narain', 'Ramana', 'George Maryan']"
502,Mouna Ragam,Telugu,-2019,Not Rated,157 min,"Drama, Sport            ","4,710",Gowtam Tinnanuri,"['Nani', 'Shraddha Srinath', 'Harish Kalyan', 'Ronit Kamra']"
503,Pathala Bhairavi,Telugu,-2019,UA,107 min,"Crime, Drama, Horror            ",771,V.K. Prakash,['Nithya Menon']
504,Snehamera Jeevitham,Telugu,-1991,,,"Comedy, Romance            ",70,Sarath,"['Mohan Babu', 'Nagma', 'Suman']"
505,Rangasthalam 1985,Telugu,-1981,,120 min,Drama            ,28,S.D. Lal,['Mohan Babu']
506,Prema Yuddham,Telugu,-1984,,,Drama            ,38,T.L.V. Prasad,['Mohan Babu']
507,Kannavaari Kalalu,Telugu,-1985,Not Rated,131 min,Drama            ,48,T.L.V. Prasad,"['Mohan Babu', 'Radha']"
508,Pottelu Punnamma,Telugu,-1977,Unrated,,Musical            ,38,K.S.R. Das,"['Mohan Babu', 'Krishna Ghattamaneni', 'Pandharibai', 'Jaya Prada']"
509,Mathu Vadalara,Telugu,-1985,U,,"Comedy, Drama            ",42,K.S. Rami Reddy,"['Chandramohan', 'Vijayshanti', 'Rajendra Prasad', 'Mohan Babu']"
510,Rakshasudu,Telugu,-1962,U,,Drama            ,46,V. Madhusudan Rao,"['Taraka Rama Rao Nandamuri', 'Savitri', 'Devika', 'Kanta Rao']"
511,Sardar Dharmanna,Telugu,-1972,Not Rated,177 min,Drama            ,31,Narayana Rao Dasari,"['S.V. Ranga Rao', 'Anjali Devi', 'Rajababu', 'Satyanarayana Kaikala']"
512,Manushulu Chesina Dongalu,Telugu,-1982,A,143 min,"Drama, Romance            ","2,102",Balu Mahendra,"['Kamal Haasan', 'Sridevi', 'Poornam Vishwanathan', 'Silk Smitha']"
513,Gopala Rao Gari Ammayi,Telugu,-2019,,131 min,Biography            ,537,Raj Rachakonda,"['Chakrapani Ananda', 'Jagadeesh Prathap Bandari', 'Durgaprasad K', 'Jhansi']"
514,Taxi Driver,Telugu,-2018,Not Rated,177 min,"Biography, Drama            ","8,041",Nag Ashwin,"['Keerthi Suresh', 'Dulquer Salmaan', 'Samantha Ruth Prabhu', 'Vijay Deverakonda']"
515,Dharma Chakram,Telugu,-2015,Not Rated,117 min,"Crime, Drama, Thriller            ","5,437",Vetrimaaran,"['Dinesh', 'Samuthirakani', 'Anandhi', 'Murugadass']"
516,Mooga Nomu,Telugu,-2004,,141 min,Drama            ,"2,309",Chandra Siddhartha,"['Rajendra Prasad', 'Aamani', 'Raja', 'Raghu Babu']"
517,Sri Krishna Thulabharam,Telugu,-1978,,150 min,Drama            ,30,P. Sambasiva Rao,"['Mohan Babu', 'Krishna Ghattamaneni', 'Jaya Prada']"
518,Buchi Babu,Telugu,-2019,A,137 min,"Action, Drama, Sci-Fi            ",40,Chetan Maddineni,"['Chakravarty Devulapalli', 'Eswar Surapu', ""Kuppili 'A.U. Prasad' Suryaprasad"", 'Razia Abdul']"
519,Tatamma Kala,Telugu,-2009,,106 min,"Action, Crime, Mystery            ",13,Chakri Toleti,"['Kamal Haasan', 'Venkatesh Daggubati', 'Bharath Reddy', 'Ganesh Venkatraman']"
520,Laila Majnu,Telugu,-2019,UA,133 min,Romance            ,145,Ravi Kiran Kola,"['Kiran Abbavaram', 'Rahasya Gorak', 'Yazurved Gurram', 'Rajkumar Kasireddy']"
521,Ardhangi,Telugu,-2019,UA,127 min,Action            ,25,Nitin G.,"['Dhruva Karunakar', 'Sonyaa Ayodhya', 'Shivangi', 'Suman']"
522,Pelli Chesi Choodu,Telugu,-2019,Not Rated,148 min,"Action, Comedy, Crime            ","3,752",Swaroop Rsj,"['Naveen Polishetty', 'Sharma Shruti', 'Shredha Rajagopalan', 'Darbha Appaji Ambarisha']"
523,Sivaranjani,Telugu,-1978,,150 min,Drama            ,30,K. Sheshgiri Rao,"['Mohan Babu', 'Anjali Devi', 'Latha']"
524,Gorantha Deepam,Telugu,-1990,,130 min,Action            ,89,Bharatwaja,"['Mohan Babu', 'Sharada']"
525,Pelli Choopulu,Telugu,-1995,Not Rated,93 min,Drama            ,22,K. Madhavan,"['K.S. Sethumadhavan', 'Bachori', 'Gopalaraju', 'P.L. Narayanan']"
526,Kshanam,Telugu,-1995,Not Rated,143 min,"Action, Drama, Thriller            ","3,362",P.C. Sreeram,"['Kamal Haasan', 'Arjun Sarja', 'Nassar', 'Gautami']"
527,Dream,Telugu,-1979,Not Rated,103 min,Drama            ,36,Narayana Rao Dasari,"['Krishnamraju', 'Jaya Prada', 'Raogopalrao', 'Mohan Babu']"
528,My Romance with Life,Telugu,-1980,A,,Action            ,27,Narayana Rao Dasari,"['Mohan Babu', 'Jayamalini', 'Prabhakar Reddy', 'Seema']"
529,Prasthanam,Telugu,-1967,U,,Drama            ,26,Adurthi Subba Rao,"['K. Viswanath', 'Akkineni Nageshwara Rao', 'Vijayachander', 'Ram Mohan']"
530,Gamyam,Telugu,-1955,U,181 min,"Comedy, Drama, Family            ",655,L.V. Prasad,"['Taraka Rama Rao Nandamuri', 'Savitri', 'Akkineni Nageshwara Rao', 'S.V. Ranga Rao']"
531,Dabbu Dabbu Dabbu,Telugu,-1983,U,,"Drama, Family, Musical            ",37,Jandhyala,"['Girish Karnad', 'Malavika Sarkar', 'Rajesh Kumar', 'Ramana Murthi J.V.']"
532,Rama Banam,Telugu,-1976,U,,Drama            ,37,Kolli Pratyagatma,"['Mohan Babu', 'Varalakshmi G.', 'Prabha', 'Narasimha Raju']"
533,Evaru,Telugu,-1988,U,170 min,"Drama, Musical            ","1,597",K. Balachander,"['Chiranjeevi', 'Gemini Ganesan', 'Shobana', 'Devilalita']"
534,Kousalya Krishnamurthy,Telugu,-1990,Not Rated,162 min,"Comedy, Musical            ","3,345",Singeetam Srinivasa Rao,"['Kamal Haasan', 'Kushboo', 'Urvashi', 'Roobini']"
535,Ramude Ravanudaithe,Telugu,-1994,U,162 min,"Crime, Drama            ","2,806",Santhana Bharathi,"['Kamal Haasan', 'Sukanya', 'Poornam Vishwanathan', 'Mahanadhi Shobana']"
536,Praja pratinidhi,Telugu,-1989,,,Drama            ,66,Sarath,['Mohan Babu']
537,Sri Venkateswara Mahathyam,Telugu,-1986,U,146 min,"Drama, Romance            ","2,915",Mani Ratnam,"['Karthik', 'Mohan', 'V.K. Ramasamy', 'Revathy']"
538,Kotha Neeru,Telugu,-1951,U,192 min,"Action, Adventure, Family            ",561,Kadiri Venkata Reddy,"['Taraka Rama Rao Nandamuri', 'S.V. Ranga Rao', 'Malathi K.', 'Seeta Rama Anjaneyulu Chilakalapudi']"
539,Aditya 369,Telugu,-2017,A,130 min,Action            ,86,Mahesh Upputuri,"['Siva Balaji', 'Rajeev Kanakala', 'Aravind', 'Bharath']"
540,Mutyamantha Muddu,Telugu,-2018,Not Rated,170 min,"Action, Drama            ","16,733",Sukumar,"['Ram Charan', 'Samantha Ruth Prabhu', 'Aadhi', 'Jagapathi Babu']"
541,Kirayi Rowdylu,Telugu,-1998,Not Rated,136 min,"Drama, Romance            ",56,Indrakumar,"['Ambika', 'Sarath Babu', 'Prakash Raj', 'Radhika Sarathkumar']"
542,Maa Bhoomi,Telugu,-2016,Not Rated,161 min,"Action, Biography, Drama            ","1,35,989",Nitesh Tiwari,"['Aamir Khan', 'Sakshi Tanwar', 'Fatima Sana Shaikh', 'Sanya Malhotra']"
543,Kalyani,Telugu,-1990,Not Rated,90 min,Romance            ,93,S.V. Rajendra Singh,"['Amala Akkineni', 'Nagarjuna Akkineni', 'Giri Babu', 'Mohan Babu']"
544,Vijetha Vikram,Telugu,-1974,,89 min,Drama            ,34,S.S. Balan,"['Mohan Babu', 'Sobhan Babu', 'Latha', 'Vanisri']"
545,Idi Ma Prema Katha,Telugu,-1978,UA,147 min,Drama            ,28,R. Thyagaraajan,"['Mohan Babu', 'Jayamalini', 'Murali Mohan', 'Nagesh']"
546,Arjun Reddy,Telugu,-2019,UA,130 min,"Comedy, Crime, Thriller            ",962,Ritesh Rana,"['Sri Simha Koduri', 'Satya', 'Naresh Agastya', 'Athulya Chandra']"
547,Inkenti Nuvve Cheppu,Telugu,-2019,Not Rated,122 min,"Action, Crime, Thriller            ",736,Ramesh Varma,"['Sai Srinivas Bellamkonda', 'Keshav Deepak', 'Anupama Parameshwaran', 'Saravanan']"
548,Drushyam,Telugu,-1987,,120 min,Drama            ,55,B. Bhaskara Rao,"['Mohan Babu', 'Jayasudha', 'Krishnamraju', 'Rajani']"
549,Prananiki Pranam,Telugu,-1977,,,Crime            ,32,Mallikharjuna Rao M.,"['Chidathala Appa Rao', 'Mohan Babu', 'Krishna Ghattamaneni', 'Ramesh Babu Ghattamaneni']"
550,Soggadi Pellam,Telugu,-1980,U,130 min,Comedy            ,45,K. Vasu,"['Jayasudha', 'Chandramohan', 'Raogopalrao', 'Showkar Janaki']"
551,Khaidi Kalidasu,Telugu,-1981,Not Rated,129 min,Musical            ,36,S.P. Chitti Babu,"['Krishnamraju', 'Jaya Prada', 'Mohan Babu', 'Pandharibai']"
552,Gruha Pravesam,Telugu,-1980,,,Drama            ,32,Lakshmi Deepak,"['Mohan Babu', 'Gummadi', 'Pandharibai', 'Jaya Prada']"
553,Undiporaadhey,Telugu,-1969,U,168 min,Drama            ,17,Yoganand,"['Akkineni Nageshwara Rao', 'Jamuna', 'S.V. Ranga Rao', 'Chittor V. Nagaiah']"
554,Bommarillu,Telugu,(I) (1966),U,187 min,"Drama, Musical            ",34,Kamalakara Kameshwara Rao,"['Taraka Rama Rao Nandamuri', 'Jamuna', 'Kanta Rao', 'Anjali Devi']"
555,Mosagalaku Mosagaadu,Telugu,-1980,U,,"Comedy, Drama, Romance            ",34,Narayana Rao Dasari,"['Akkineni Nageshwara Rao', 'Gummadi', 'Jaya Prada', 'Mohan Babu']"
556,Chal Mohana Ranga,Telugu,-1974,U,158 min,Drama            ,48,Taraka Rama Rao Nandamuri,"['Taraka Rama Rao Nandamuri', 'Bhanumathi Ramakrishna', 'Harikrishna Nandamuri', 'Sarathi']"
557,Athadu,Telugu,(I) (1949),Not Rated,171 min,"Drama, History, Musical            ",14,P.S. Ramakrishna Rao,"['Akkineni Nageshwara Rao', 'Bhanumathi Ramakrishna', 'Seeta Rama Anjaneyulu Chilakalapudi', 'Sriranjani']"
558,Dhruvanakshatram,Telugu,-1955,U,186 min,Drama            ,16,P. Pullaiah,"['Savitri', 'Akkineni Nageshwara Rao', 'Gummadi', 'Shanta Kumari']"
559,Manmadhudu,Telugu,-1952,U,191 min,"Comedy, Drama            ",34,L.V. Prasad,"['Taraka Rama Rao Nandamuri', 'Varalakshmi G.', 'Savitri', 'S.V. Ranga Rao']"
560,Bhargava Ramudu,Telugu,-1996,UA,178 min,"Action, Drama, History            ","3,340",Priyadarshan,"['Mohanlal', 'Amrish Puri', 'Prabhu', 'Tabu']"
561,Raju-Peda,Telugu,-1978,U,,Drama            ,39,Narayana Rao Dasari,"['Jayasudha', 'Hari Prasad', 'Mohan Babu', 'Allu Ramalingaiah']"
562,Neramu Siksha,Telugu,-1978,U,154 min,Family            ,45,Bapu,"['Vanisri', 'Sridhar', 'Mohan Babu', 'Raogopalrao']"
563,Gunasundari Katha,Telugu,-2018,Not Rated,104 min,"Drama, Fantasy, Horror            ","18,298",Rahi Anil Barve,"['Anand Gandhi', 'Adesh Prasad', 'Sohum Shah', 'Jyoti Malshe']"
564,Shri Datta Darshanam,Telugu,-2017,Not Rated,157 min,"Action, Crime, Thriller            ","7,740",H. Vinoth,"['Karthi', 'Rakul Preet Singh', 'Abhimanyu Singh', 'Bose Venkat']"
565,Panduranga Mahatyam,Telugu,-2016,UA,125 min,"Comedy, Drama, Romance            ","4,699",Tharun Bhascker Dhaassyam,"['Abhay Bethiganti', 'Keshav Deepak', 'Vijay Deverakonda', 'Anish Kuruvilla']"
566,Kurukshetramu,Telugu,-2016,,110 min,Thriller            ,"3,940",Ravikanth Perepu,"['Adivi Sesh', 'Adah Sharma', 'Anasuya Bharadwaj', 'Ravi Varma']"
567,Bangaru Kutumbam,Telugu,-2018,Not Rated,127 min,"Biography, Drama, Romance            ","3,112",Mahi v Raghav,"['Mammootty', 'Joy Badlani', 'Nassar', 'Suhasini']"
568,Malapilla,Telugu,(III) (2012),UA,126 min,"Action, Crime, Mystery            ",422,Bhavani Shankar Kaipa,"['Deepti', 'Jayashree', 'Rajendra Prasad', 'Pavani Reddy']"
569,Vichitra Kutumbam,Telugu,-2012,,140 min,Romance            ,15,Raj Madiraju,"['Raj Madiraju', 'Arvind Krishna', 'Supriya Shailja']"
570,Jamba Lakidi Pamba,Telugu,-2010,Not Rated,153 min,"Action, Drama            ","2,283",Deva Katta,"['Rashmi Gautam', 'Jeeva', 'Sundeep Kishan', 'Vennela Kishore']"
571,Tholi Prema,Telugu,-2008,,120 min,Drama            ,"2,605",Radha Krishna Jagarlamudi,"['Sharwanand', 'Allari Naresh', 'Kamalinee Mukherjee', 'Giri Babu']"
572,Swayam Krushi,Telugu,-1981,,120 min,Drama            ,31,Vijaya Baapineedu,"['Mohan Babu', 'Murali Mohan', 'Radhika Sarathkumar']"
573,Kottapeta Rowdy,Telugu,-1979,,107 min,Drama            ,31,Y. Eshwara Reddy,"['Mohan Babu', 'Sobhan Babu', 'Krishnamraju', 'Latha']"
574,Dakshayagnam,Telugu,-2020,UA,153 min,Romance            ,33,Saahith Mothkuri,"['Srikanth Reddy Ganta', 'Shiva Kumar', 'Nandu', 'Priyanka Sharma']"
575,Satya Harishchandra,Telugu,-2019,Not Rated,118 min,"Crime, Drama, Thriller            ","2,225",Venkat Ramji,"['Adivi Sesh', 'Regina Cassandra', 'Naveen Chandra', 'Murli Sharma']"
576,Punadhirallu,Telugu,-2019,U,149 min,"Drama, Sport            ",95,Srinivasa Rao Bhimaneni,"['Mahesh Achanta', 'Jhansi', 'Vennela Kishore', 'Vishnu Oi']"
577,Manavoori Pandavulu,Telugu,-1974,A,,Drama            ,13,N. Sankaran Nair,"['Kamal Haasan', 'Sheela', 'Alummoodan', 'Paravoor Bharathan']"
578,Andala Ramudu,Telugu,-1979,U,,"Action, Drama            ",36,Narayana Rao Dasari,"['Akkineni Nageshwara Rao', 'Jayachitra', 'Mohan Babu', 'Murali Mohan']"
579,Daasi,Telugu,-1988,Not Rated,131 min,Comedy            ,59,Narayana Rao Dasari,"['Mohan Babu', 'Krishna Ghattamaneni', 'Jayasudha', 'Shobana']"
580,Prema Nagar,Telugu,-1960,U,204 min,"Drama, Musical            ",46,P. Pullaiah,"['Taraka Rama Rao Nandamuri', 'Savitri', 'Varalakshmi S.', 'Gummadi']"
581,Brochevarevarura,Telugu,-1982,,,"Drama, Romance            ",41,K.S. Prakash Rao,"['Mohan Babu', 'Chandramohan', 'Unni Mary']"
582,Raja Putra Rahasyam,Telugu,-1991,U,140 min,"Family, Sci-Fi, Adventure            ","2,071",Singeetam Srinivasa Rao,"['Nandamuri Balakrishna', 'Mohini', 'Amrish Puri', 'Suthi Velu']"
583,MalliRaava,Telugu,-1989,U,,Romance            ,43,Ravi Raja Pinisetty,"['Rajendra Prasad', 'Seetha', 'Annapoorna', 'Brahmanandam']"
584,Madhuram,Telugu,-1981,A,120 min,"Action, Crime, Family            ",43,Kodanda Rami Reddy A.,"['Chiranjeevi', 'Mohan Babu', 'Radhika Sarathkumar', 'Satyanarayana Kaikala']"
585,1 - Nenokkadine,Telugu,-1999,Not Rated,169 min,"Action, Drama, Thriller            ","5,617",S. Shankar,"['Arjun Sarja', 'Manisha Koirala', 'Raghuvaran', 'Vadivelu']"
586,Vedam,Telugu,-1976,,,"Adventure, Drama, Fantasy            ",26,Bapu,"['Ravi Kumar', 'Jaya Prada', 'Satyanarayana Kaikala', 'Gummadi']"
587,Bhale Donga,Telugu,-1979,A,158 min,Drama            ,57,Goutam Ghose,"['Sai Chand', 'Rami Reddy', 'Kakarala', 'Bhoopal Reddy']"
588,Sri Kalahastiswara Mahatyam,Telugu,-1989,U,157 min,"Action, Comedy, Drama            ","2,965",Singeetam Srinivasa Rao,"['Kamal Haasan', 'Nagesh', 'Srividya', 'Gautami']"
589,Murali Krishnudu,Telugu,-1979,U,,Drama            ,31,Narayana Rao Dasari,"['Jayasudha', 'Murali Mohan', 'Satyanarayana Kaikala', 'Mohan Babu']"
590,Dongala Dopidi,Telugu,-1987,,145 min,"Action, Drama            ",5,S.S. Ravichandra,"['Venkatesh Daggubati', 'Farha Naaz', 'Nutan Prasad', 'Poornima']"
591,Aithe,Telugu,-2018,Not Rated,156 min,"Action, Drama            ","28,369",Prashanth Neel,"['Yash', 'Srinidhi Shetty', 'Ramachandra Raju', 'Archana Jois']"
592,Muddula Krishnaiah,Telugu,-2017,U,141 min,Romance            ,91,Vishwanath Ayodhya Karthik,"['Meghana Lokesh', 'Priyadarshi', 'Anchor Ravi', 'Getup Seenu']"
593,Manchi Manasulu,Telugu,-2017,Not Rated,182 min,"Action, Drama, Romance            ","18,284",Sandeep Reddy Vanga,"['Vijay Deverakonda', 'Shalini Pandey', 'Jia Sharma', 'Kanchana']"
594,Chinnabaabu,Telugu,-2017,A,124 min,"Comedy, Romance            ",41,Shiva Sri,"['Prash', 'Suman', 'Hema', 'Madhunandan']"
595,Pandava Vanavasamu,Telugu,-2017,Not Rated,167 min,"Action, Drama            ","69,326",S.S. Rajamouli,"['Prabhas', 'Rana Daggubati', 'Anushka Shetty', 'Tamannaah Bhatia']"
596,Gulebakavali Katha,Telugu,-2014,U,150 min,"Drama, Family, Thriller            ","3,201",Sripriya,"['Venkatesh Daggubati', 'Meena', 'Nadia Moidu', 'Kruthika']"
597,Swargam Narakam,Telugu,-2013,Not Rated,148 min,"Action, Thriller            ","38,141",Kamal Haasan,"['Pooja Kumar', 'Miles Anderson', 'Kamal Haasan', 'Rahul Bose']"
598,Dr. Chakravarthy,Telugu,-1990,,130 min,"Action, Drama, Family            ",74,Rama Rao Tatineni,"['Mohan Babu', 'Nandamuri Balakrishna', 'Brahmanandam', 'Rajani']"
599,Simha Baludu,Telugu,-1996,Not Rated,141 min,Drama            ,99,Muthyala Subbaiah,"['Mohan Babu', 'Monica Bedi', 'Tanikella Bharani', 'Brahmanandam']"
600,Driver Ramudu,Telugu,-1977,,141 min,"Action, Drama            ",30,V. Subramanyam,"['Mohan Babu', 'Sobhan Babu', 'Chandramohan', 'Satyanarayana Kaikala']"
601,Appu Chesi Pappu Koodu,Telugu,-1982,,,Family            ,55,B. Bhaskara Rao,"['Giri Babu', 'Mohan Babu', 'Gummadi', 'Jayasudha']"
602,Showkar,Telugu,-2019,,,Romance            ,308,Naveen Nayani,"['Anu', 'Ajay Ghosh', 'Sathya Krishna', 'Lavanya']"
603,Shiva,Telugu,-2006,U,170 min,"Comedy, Drama, Romance            ","7,807",Bhaskar,"['Siddharth', ""Genelia D'Souza"", 'Prakash Raj', 'Srinivasa Rao Kota']"
604,Chantabbai,Telugu,-1971,,,Adventure            ,47,B. Vittalacharya,"['Dhulipala', 'Krishna Ghattamaneni', 'Gummadi', 'Satyanarayana Kaikala']"
605,Lava Kusa,Telugu,-1978,Not Rated,129 min,Drama            ,50,B. Bhaskara Rao,"['Mohan Babu', 'Krishna Ghattamaneni', 'Gummadi', 'Unni Mary']"
606,Kshana Kshanam,Telugu,-2005,Not Rated,172 min,"Action, Thriller            ","11,093",Trivikram Srinivas,"['Mahesh Babu', 'Trisha Krishnan', 'Prakash Raj', 'Sonu Sood']"
607,Seeta Kalyanam,Telugu,-2005,Not Rated,183 min,"Action, Drama, Thriller            ","12,848",S. Shankar,"['Vikram', 'Sada', 'Prakash Raj', 'Vivek']"
608,Idi Kathakaadu,Telugu,-1989,,147 min,"Action, Drama            ",88,Nageshwara Rao Y.,"['Mohan Babu', 'Brahmanandam', 'Venkatesh Daggubati', 'Rajani']"
609,Half Girlfriend 2,Telugu,-2002,U,142 min,"Comedy, Romance            ","2,862",Vijay K. Bhaskar,"['Nagarjuna Akkineni', 'Sonali Bendre', 'Anshu', 'Chandramohan']"
610,Thodu,Telugu,-1987,Not Rated,140 min,"Action, Drama            ",6,Kodanda Rami Reddy A.,"['Nandamuri Balakrishna', 'Vijayshanti', 'Mandakini', 'Gopalakrishna Paruchuri']"
611,Karam Dosa,Telugu,-1954,U,,Drama            ,18,Subba Rao B.A.,"['Taraka Rama Rao Nandamuri', 'Sudhakar', 'Lakshmirajyam', 'Relangi Venkatramaiah']"
612,Kanche,Telugu,-1973,Not Rated,180 min,Drama            ,18,K. Viswanath,"['Krishna Ghattamaneni', 'Varalakshmi G.', 'Bharathi', 'Balaiah M.']"
613,Sri Bharatha Baahubali,Telugu,-1949,Not Rated,172 min,"Drama, Fantasy            ",25,Kadiri Venkata Reddy,"['Sriranjani', 'Siva Rao Kasturi', 'Sivaram Vallabhajosyula', 'Govindrajulu Subba Rao']"
614,Mounam,Telugu,-1985,U,143 min,"Musical, Drama            ",18,Kamalakara Kameshwara Rao,"['Sarvadaman D. Banerjee', 'Ramana Murthi J.V.', 'Jyotirmayi', 'Kanchana']"
615,AmarJyoti AkkaMahadevi,Telugu,-1957,U,,"Drama, History, Musical            ",53,Kamalakara Kameshwara Rao,"['Taraka Rama Rao Nandamuri', 'Anjali Devi', 'Chittor V. Nagaiah', 'Rushyendramani']"
616,3rd Class,Telugu,-1977,U,,"Musical, Drama, Action            ",53,Kamalakara Kameshwara Rao,"['Krishna Ghattamaneni', 'Sobhan Babu', 'Krishnamraju', 'Jamuna']"
617,Kaanadante Maayavadanu,Telugu,-1994,U,,Drama            ,29,Narayana Rao Dasari,"['Akkineni Nageshwara Rao', 'Jayasudha', 'Harish', 'Narayana Rao Dasari']"
618,Randhawa,Telugu,-1938,U,175 min,Drama            ,41,Gudavalli Ramabrahmam,"['Govindrajulu Subba Rao', 'Kanchanamala', 'Suri Babu P.', 'Sundaramma']"
619,Hangover,Telugu,-1969,Not Rated,168 min,Drama            ,12,K.S. Prakash Rao,"['Taraka Rama Rao Nandamuri', 'Savitri', 'Sobhan Babu']"
620,Dia (Kannada),Telugu,-1993,,131 min,Comedy            ,900,E.V.V. Satyanarayana,"['V.K. Naresh', 'Aamani', 'Brahmanandam', 'Srinivasa Rao Kota']"
621,Ranganayaki,Telugu,-1998,Not Rated,146 min,"Drama, Romance            ","3,084",A. Karunakaran,"['Kirti Reddy', 'Vasuki', 'Pawan Kalyan', 'Ali']"
622,Naanu Matthu Gunda,Telugu,-1987,U,164 min,Drama            ,400,K. Viswanath,"['Chiranjeevi', 'Vijayshanti', 'Sumalatha', 'Arjun']"
623,Malgudi Days,Telugu,-1980,U,,"Action, Drama            ",34,P. Sambasiva Rao,"['Mohan Babu', 'Chiranjeevi', 'Pandharibai', 'Jaya Prada']"
624,Fan,Telugu,(I) (1962),U,157 min,"Drama, Musical            ",28,Kadaru Nagabhushanam,"['Taraka Rama Rao Nandamuri', 'Devika', 'S.V. Ranga Rao', 'Kannamba']"
625,Andavaada,Telugu,(II) (1965),U,162 min,Drama            ,19,Kadiri Venkata Reddy,"['Taraka Rama Rao Nandamuri', 'Varalakshmi S.', 'Relangi Venkatramaiah', 'Rajanala']"
626,Damayanthi,Telugu,-1979,Not Rated,119 min,Drama            ,28,Rajkumar,"['Chiranjeevi', 'Rama Rao Gokineni', 'Kavitha', 'Narasimha Raju']"
627,Digbhayam,Telugu,-1978,U,152 min,Drama            ,61,Bapu,"['Krishnamraju', 'Raogopalrao', 'Murali Mohan', 'Prasad Babu']"
628,Love Mocktail,Telugu,-1973,U,170 min,Drama            ,22,Bapu,"['Akkineni Nageshwara Rao', 'Latha', 'Nagabhushanam', 'Allu Ramalingaiah']"
629,Ananthu v/s Nusrath,Telugu,-1995,Not Rated,151 min,"Comedy, Drama            ","1,102",Balu Mahendra,"['Kamal Haasan', 'Ramesh Aravind', 'Kovai Sarala', 'Kalpana']"
630,Baggage,Telugu,-1991,Not Rated,167 min,"Drama, Romance            ","2,312",Santhana Bharathi,"['Kamal Haasan', 'Roshini', 'Rekha', 'Varalakshmi S.']"
631,Gini Helida Kathe,Telugu,-1995,Not Rated,145 min,"Action, Crime, Drama            ","7,991",Suresh Krishna,"['Rajinikanth', 'Nagma', 'Raghuvaran', 'Vijayakumar']"
632,ZERO Made in india,Telugu,-1992,U,137 min,"Drama, Romance, Thriller            ","10,846",Mani Ratnam,"['Arvind Swamy', 'Madhoo', 'Pankaj Kapur', 'Nassar']"
